,cars.car_name,cars.make,cars.model,cars.year,cars.distance,score,score.dist,X,cars.price_daily,cars.car_photo,cars.price_weekly,cars.dedicated_parking,cars.price_hourly,cars.longitude,cars.latitude,cars.timezone,cars.carkit_enabled,cars.car_id,distance.factor,zero_sixty_norm,is_performance,is_tuner,is_exotic,is_coupe,is_convertible,is_hatchback,is_awd,is_rwd
579,supertundra,toyota,tundra,2014,3.515908577,0.08,0.032,1196,150,https://www.getaround.com/images_server/blob/AMIfv94IUuWtMxO5VZTK6zLPy4wkgnvjtq4p-UkBh6Bb4tbLE0qBQ72yMEpvyzbGLI52Jwmdk5LsjDlyc61vqTI2R-5GLjopaRuCCa76G1hbpj6fqwfxwTm17Kc25NFPfsli973q7B1NO1oubFjA3xiJpvA7Wqrh3Q,900,FALSE,15,-122.4912642,37.737292,America/Los_Angeles,TRUE,1.00006E+14,0.4,NA,0,0,0,0,0,0,0,0.08
580,SuperTitan,nissan,titan,2005,3.524797776,0.08,0.032,1197,100,https://www.getaround.com/images_server/blob/AMIfv96GYgXi2rrYuNtZ1unHWAmtXtn-IE_bn3JynfHgJil1Ju66COOdTGFvJVghcuFDurBNFW4lryCb2u81DDJfWYHsUFHCVPttogQ4XdEeHPWUZoBnrUBwWkYtLTmThKLSnsKYiKpsVfdlBN-GeYFoKUYEuKue6w,600,FALSE,10,-122.4914533,37.7372647,America/Los_Angeles,TRUE,1.00005E+14,0.4,NA,0,0,0,0,0,0,0,0.08
581,SFOGTi,volkswagen,golf-gti,2015,3.54608644,0.08,0.032,1201,80,https://www.getaround.com/images_server/blob/AMIfv957jlgLYcBZVpZVKHdJiurfQpArxUj64xfyKMow_GPf_kebOQKc8VikvTOQNwwP3eZC2Vv8M--mKU4nPNEmbhDydukxBO1Rl8zQKwcJD0mKdQu_VYgYYCRIEeIwGuLIY1nx083nYRVNlsd1ZqSCR9dUwPDxMQ,480,FALSE,8,-122.418386,37.72454,America/Los_Angeles,TRUE,1.00005E+14,0.4,NA,0.04,0,0,0,0,0.04,0,0
582,bobsportrak,ford,explorer-sport-trac,2003,3.626771923,0.08,0.032,1209,100,https://www.getaround.com/images_server/blob/AMIfv95-YavPCSNGby4TJjA1PPagUfw3RjScx6rS65EbvvSj0MFMTVaiXze3YO7389kettt2CeMlpwbn_WKVr9TJlC7fm1t7_gtUwfudD4n7Y8gRr3t2LjyN9huJMVeQDPTHESvF8O1UJ2qDx0nyi9uyRMDnrfmx9g,600,FALSE,10,-122.4070696,37.7280606,America/Los_Angeles,TRUE,1.00004E+14,0.4,NA,0,0,0,0,0,0,0,0.08
583,mattstacoma,toyota,tacoma,2011,3.668026509,0.08,0.032,1214,130,https://www.getaround.com/images_server/blob/AMIfv948oO0SquW2GwrhrZ59YSosPKppNdPEWJBJ6a-zanFJfHkloxV6BvYoNo4W2oMS-rmOwOMaFvWsEmzVzHB2CaI86a7J1IBPzjpGd38oDBNY2XRF4MwPpJFEiTaS5fOVLTQPs9QkXjTqlKBxWNDTtttK2T2FHQ,780,FALSE,13,-122.507379,37.754461,America/Los_Angeles,TRUE,1.00006E+14,0.4,NA,0,0,0,0,0,0,0,0.08
584,TheOleRangerDanger,ford,ranger,2006,10.27756619,0.08,0.016,1307,130,https://www.getaround.com/images_server/blob/AMIfv97Mc_cHiG-j9NLs6FPcFFvxMetg1pQzZT4BbHMuOWqqNiwPlmOoR0tRXxdNUcgdYR-peYJaEk6CFJ-xkqBw3wXLRjez1tWqNKRZzgtpUvOnY30gwwcjLzXQtSWkOAbYcHr4K8h5vkuuF5K3exhhjSKTnwvdaw,780,FALSE,13,-122.2667491,37.8219205,America/Los_Angeles,TRUE,1.00006E+14,0.2,NA,0,0,0,0,0,0,0,0.08
585,Earl_,toyota,tacoma,2006,10.48149224,0.08,0.016,1314,110,https://www.getaround.com/images_server/blob/AMIfv95bGYWWSAq3kr7CN6ty1CIIcPaWrs33xo-BD1Mjl8XIoet9K3ZPHGRDxlD3XzdcBFiOeV-6COpGMQ_WU67g-RTkXcSNT8wdEgkHAAuHtp3b_yYQ0nb-uyVdjxK8h6SO4TOdyFrLLCISFdFBd8RWHtHH0JMgHw,660,FALSE,11,-122.270143,37.836168,America/Los_Angeles,TRUE,1.00005E+14,0.2,NA,0,0,0,0,0,0,0,0.08
586,chevy_colorado,chevrolet,colorado,2006,10.71841477,0.08,0.016,1331,95,https://www.getaround.com/images_server/blob/AMIfv96nbljQLJgI81H6ylLBAxhwBdfYH8i_J1f11jPtmRdz6wuED0dV7ekcfSb8okpDdUTZmL-9x6kaVoh5e3pj6Q0IK-HZ4bg3NMbwbwl4WQ1GQWNqdW0Wm9pEY1PafBxm8fcvNwBZsmbgD0FK2NBQchT4Vi43Sg,570,FALSE,9.5,-122.2731834,37.8482826,America/Los_Angeles,TRUE,1.00005E+14,0.2,NA,0,0,0,0,0,0,0,0.08
587,Pablo_Escobar,volkswagen,gti,2008,10.89038812,0.08,0.016,1340,85,https://www.getaround.com/images_server/blob/AMIfv97zt7Gl6s-2uY6Z_DeQtlpSdgGnrW8v6Q1CbSDf1vsEvjndIVjPDUViBjAuSMKzi5mGzAxiEq2ohEzWvzqeD-YoDoPNXujKuJlbAUtBe7vYE2xuyl7CFUoKYKgWyjzVhCQak7GkNwx3IZz1nbXnzX14kyFmOg,510,FALSE,8.5,-122.251531,37.813218,America/Los_Angeles,TRUE,1.00005E+14,0.2,NA,0.04,0,0,0,0,0.04,0,0
588,cleanmovingtruck,ford,f-150,2014,10.96638646,0.08,0.016,1346,110,https://www.getaround.com/images_server/blob/AMIfv97TRL8BD2b0uQX_60okx4t5sTx9GGpBXFVBPjPeuwsTSNFYBtW2RMz73UGGbYnVtp6vJ8JFHsH1gxczuR6m6lwG-FdlHGG7MvOl_qwx8oV1ab9sNvURFX97pl2baDujhZRLKHwSlEqNNx1q-cJBBwMkvWTlYA,660,FALSE,11,-122.245013,37.793418,America/Los_Angeles,TRUE,1.00005E+14,0.2,NA,0,0,0,0,0,0,0,0.08
589,Midas,toyota,tacoma,2007,11.34233539,0.08,0.016,1386,95,https://www.getaround.com/images_server/blob/AMIfv96sjzddQaut_pRd-FeJWr48Jp27E8AxJ9INeT35mUo97UKs0lQjNebmGbKObOhTvK_rWuwMIYI8hdQAY4q1UmDaFL5EN4OH98MT9dtQnqxsRwwhQyaaq5s5Yh1vVyE8fffho_uXoZfP2l_zwLloM9lRLJJVeA,570,FALSE,9.5,-122.258156,37.845199,America/Los_Angeles,TRUE,1.00005E+14,0.2,NA,0,0,0,0,0,0,0,0.08
590,natasha_romanova,volkswagen,golf-gti,2016,11.46356463,0.08,0.016,1392,90,https://www.getaround.com/images_server/blob/AMIfv953HPq5qTc3pap85-y-0gm3WsaE-o3uE6K_CZ2JZqJQSb1GwGSygqO3xQUPJHLxaAR21R_7CWb3_Qx6HSUhYeY1kUaSQKXqlEpvIernxn3Pf5l6ZkOm340c5nNCU0RuvKdbEF-8-PnSgv1s3DI-ABg-VhUKLg,540,FALSE,9,-122.2557926,37.845385,America/Los_Angeles,TRUE,1.00006E+14,0.2,NA,0.04,0,0,0,0,0.04,0,0
591,MasJetta,volkswagen,jetta,2005,1.179937318,0.073913043,0.044347826,239,70,https://www.getaround.com/images_server/blob/AMIfv975Op05h_7NqGjwpiAsLM8CmCZrqqxwjqN5qAWFe6KFtcGOkZihxGkMW4qEfQS2T2eozPoWOs2THYyHDBz9WlvgvSRVRIXEOwui_mwfW-I5SHeb4X-1iFDDek3G9t8voJxmz1UGl4OHDRELM--E2Qzp1lL-sA,420,TRUE,7,-122.4305332,37.785134,America/Los_Angeles,TRUE,1.00005E+14,0.6,0.073913043,0,0,0,0,0,0,0,0
592,MicoSilver,volkswagen,jetta,2005,1.882264244,0.073913043,0.044347826,546,65,https://www.getaround.com/images_server/blob/AMIfv96vo6JXKd6X9OX-JDPFu22LuA_x6wWAIjG3JOyHaZhy64ZioWVcCt5MOhjVVc9Y1ohFQ2XxMUF7vhNjE7YWTEdjL7Y_lbbK9ekvybn9vh3AdXbvSvr59S2d0sFbe2AAm87z9IplztEahl-ic8FPIKutz7DBgw,390,FALSE,6.5,-122.4240332,37.749465,America/Los_Angeles,TRUE,1.00006E+14,0.6,0.073913043,0,0,0,0,0,0,0,0
593,JaneHonda2,honda,civic,2010,0.124886738,0.06,0.06,4,90,https://www.getaround.com/images_server/blob/AMIfv95gUiN2XpFVGxGHyxrFOLYfLGrvNXYExdn4MvSOYK0P30zPrQ78D1varlHmBM48evw-cTtpkqPjc9M7waF37Nk_2E5OodPgm71Cz3K4xKJOpRCGShf-FppUoGw20xsEPNTwPx0Sz4cf4YXwJ4_7JaahHVoO9A,540,FALSE,9,-122.4419019,37.7708306,America/Los_Angeles,TRUE,1.00005E+14,1,NA,0,0,0,0.06,0,0,0,0
594,CoupeMobile,honda,civic,2006,0.126092777,0.06,0.06,5,77.5,https://www.getaround.com/images_server/blob/AMIfv96cxCBHchKfVF4nR2Ngw6O8Bu-bGPa6eYgyoTbdxDR9kwzlgXKWX3OLYbma4HpEhDPZ5JPRjJqG4jFIEPK-6spTH_QfkqMAwslPf6c0I2K3fzjK_RtGqpru8_H2Ttbu8ankLZz_7kvVmc_yOdTtk6IaW3_qRA,465,FALSE,7.75,-122.4452653,37.7731854,America/Los_Angeles,TRUE,1.00005E+14,1,NA,0,0,0,0.06,0,0,0,0
595,Flatiron,honda,civic,2008,0.319840353,0.06,0.048,27,70,https://www.getaround.com/images_server/blob/AMIfv960yrJfH8srNI4Xd_Lpl79lZajZorVEzUfxkTcrqiXGhSCUD0hx6n0zcEs379UU_455nhRxhgDEBnoic5pkyqgjv9CKuByZij0zP0pgngBcOdicoX9VxwY7p6PzgsIRb6SqVWJJu5kz_eMTlyzkeFGsO2Qq4g,420,FALSE,7,-122.4444215,37.7671096,America/Los_Angeles,TRUE,1.00005E+14,0.8,NA,0,0,0,0.06,0,0,0,0
596,EZpark,honda,civic,2006,0.495723121,0.06,0.048,63,75,https://www.getaround.com/images_server/blob/AMIfv95RiyBs8phgsV_NDg0MXFPCButZ6yZol3wCk1xxEr6iJfPjzQtlqvxlY2ecjFcqb3QNBTMhy_hZWfTxlO7pz5eMzy-bZWpswhGDe24_15fkFUhdPz7mbXRoBQhDxlCfVU4LLpiPhWhzqeoq7oy4bQMQXC_56A,450,FALSE,7.5,-122.442843,37.778843,America/Los_Angeles,TRUE,1.00005E+14,0.8,NA,0,0,0,0.06,0,0,0,0
597,Sputnik,honda,civic,2008,0.665282018,0.06,0.048,92,80,https://www.getaround.com/images_server/blob/AMIfv97y03DUClIiW8_HePQITAmbKs9hyttQ073r3wbh-yqReA0LTFKfBCYgwgjhjgvxr9SIlVJrRm8eeJ_Ek4Y0gTjGE9PcQVEXjX4-K4nnlIqzq5L9FtfFN8y6rlmdn8v7EvtvZxwdopnOXq1mABxulHLTMcgILQ,480,FALSE,8,-122.451733,37.764353,America/Los_Angeles,TRUE,1.00005E+14,0.8,NA,0,0,0,0.06,0,0,0,0
598,gladys,honda,civic,2009,0.803252524,0.06,0.048,127,75,https://www.getaround.com/images_server/blob/AMIfv965_1OWtzoAGYERLIsefbdv5Oe0dxHY4mgmLmohNz9FopdzYE2rC8plSc60jfX1U-8U6Qd9uGLu9pkmMVaOXdSPFsBQ9moYDD5uHekSkZUZfJ1WvQv6xsJV5Vim2T9mRxmsdosvhZpCm8XHcr2EMN2FlQCPkQ,450,TRUE,7.5,-122.430085,37.7677254,America/Los_Angeles,TRUE,1.00004E+14,0.8,NA,0,0,0,0.06,0,0,0,0
599,splitopenandmelt,honda,civic,2011,0.926197176,0.06,0.048,164,70,https://www.getaround.com/images_server/blob/AMIfv97cEzPtGFosUC2gFjXRKwiaTg1lQSOSOjOdhASiACXXkIxBdTx4gWe6iTCJu3NowX09a_kfx-PqPGuunfdct9v2qvKPu8HmyUlxot6X8BhM_FiyUUxQtA3_L3PRNHR5iM2xs7qxz2tQ6upS9DaM6hgxjD63PA,420,FALSE,7,-122.4370714,37.7594501,America/Los_Angeles,TRUE,1.00005E+14,0.8,NA,0,0,0,0.06,0,0,0,0
600,BlackAccord14,honda,accord,2014,1.184382922,0.06,0.036,249,85,https://www.getaround.com/images_server/blob/AMIfv97Wn8FDOFcZTJstxBKqeqG7zSRTS-UhME-9-hBUjeItmY1LYCAtOPOtDOJwS2pmyJGXMYx0ASl1NFixc-ezEf5GMgZDufNYjOkIp4CUPkJQNCVYjG2qRwdc_9UUsh68kqcKqVrUayeXvH3DTtCES_0SGnjyWQ,510,TRUE,8.5,-122.4301812,37.7849934,America/Los_Angeles,TRUE,1.00006E+14,0.6,NA,0,0,0,0.06,0,0,0,0
601,BlueCiv,honda,civic,2006,1.375960893,0.06,0.036,332,75,https://www.getaround.com/images_server/blob/AMIfv95DVajxwv2VQiXHGO6BbHevl4wTX-4xO57sqLqt_B_ICeo8SBhK3p7vZOpGFWWT1ziTMgscYZFsD6hNod8SAWe8xykHytBiNuuoSJvlTaLcYtdu99R5lgxHTM65sBhmbiB56ECeFUh7AaOB9hK6ncFFhctFYw,450,TRUE,7.5,-122.424091,37.7840231,America/Los_Angeles,TRUE,1.00005E+14,0.6,NA,0,0,0,0.06,0,0,0,0
602,FilipsRedCivic,honda,civic,2011,1.481767994,0.06,0.036,367,75,https://www.getaround.com/images_server/blob/AMIfv97xp8Zi_wSdbu8Dwve2T1WNtRctDuvo51Jz342g92TGGzRCiB0JZAPEmanMBd1r2KTESsnQkYg9oH0GQSl7ZP3S6sbDypXphAwT6mE1QINaX4sQ1C5HOOfL91OJLOR2o98mdcFDAfbl9D-8ls2Do36OBF1oOg,450,FALSE,7.5,-122.4695779,37.7648322,America/Los_Angeles,TRUE,1.00004E+14,0.6,NA,0,0,0,0.06,0,0,0,0
603,Sean_Reazy,honda,civic,2006,1.503766298,0.06,0.036,376,80,https://www.getaround.com/images_server/blob/AMIfv95XrsQry7dn9MeVmthNXu6pW9dHgaMeKo7dhf-Woqyz36rboIE-iIhmTf1R3Aw3Xi6vLxm3U6lyS1UvBJp2Qtl3Gq5IJpYzbbpblACEp6qFtXVJh3DvXCcOCLVazzYXWtNoWTbmg8DsNSf43fLf08O1AUMA7A,480,FALSE,8,-122.450315,37.750561,America/Los_Angeles,TRUE,1.00004E+14,0.6,NA,0,0,0,0.06,0,0,0,0
604,Lafayette.Park,nissan,altima,2010,1.615233345,0.06,0.036,412,80,https://www.getaround.com/images_server/blob/AMIfv95UYVGn3xQEM0qq-cND43vU94qlWxmZF0CmlW7GhG4YdsIQAT8QZ7RbpaDp6jnX4xfX7iAGzq_c-x3flAcoXEcODeiJ1UKFFNSADAlLBJBKg3sGmzOXaWbntre9jPcZTnNRz49i-vn84gWG60jjbxxTgDHJSA,480,FALSE,8,-122.426334,37.790523,America/Los_Angeles,TRUE,1.00006E+14,0.6,NA,0,0,0,0.06,0,0,0,0
605,SFMissionCivic,honda,civic,2008,1.647834834,0.06,0.036,428,80,https://www.getaround.com/images_server/blob/AMIfv97xsBgtfX_4Em04cZNxjcTlorcWTIiAtwW1_HmFYEK5U-L3Ens-Cig7to2F1Nd6DAHcXPxzo6ECIH1e4gN4xXHqvEVGhtpHzGHZuwn2eIm1kTs18IPQhg59cjyUmbEO_0RDyn7a1QjUt8WSThuP8tFR00dKyw,480,TRUE,8,-122.4203136,37.756852,America/Los_Angeles,TRUE,1.00004E+14,0.6,NA,0,0,0,0.06,0,0,0,0
606,sully27,honda,accord,2014,1.681576618,0.06,0.036,445,95,https://www.getaround.com/images_server/blob/AMIfv96sIjW0loUUUSFTjQ7EO9_AC8otS6gYRIPUHeO_YgH0qjlGudMr439UjYtefoQi7FC5D6P22FNCDdWQcfu1osg2rbQlk0cdiLwafYW685DzGpst3Oh5ebjrF7t5Pi8zJEhoSO7dMavPygB0w91pVagoas3FFw,570,TRUE,9.5,-122.414261,37.7783076,America/Los_Angeles,TRUE,1.00006E+14,0.6,NA,0,0,0,0.06,0,0,0,0
607,09_Focus,ford,focus,2009,1.817009773,0.06,0.036,504,50,https://www.getaround.com/images_server/blob/AMIfv95eJFPj1-DAHupKZCvJrKoJcRQsJd4M5J04OxNhQaMssib_FzBs1Yz3NDkK0_wHQ7qMxBYB2L55LpV78dM4aVxC1QlBNLQAAAu0dKkH8sjIS8JpizDBl0XDx5UlXu2u7dm3A8tF93bpJKLrX-9Kk3ilJrPOYQ,300,FALSE,5,-122.4118899,37.7645638,America/Los_Angeles,TRUE,1.00006E+14,0.6,NA,0,0,0,0.06,0,0,0,0
608,ben,honda,civic,2010,1.997435638,0.06,0.036,614,95,https://www.getaround.com/images_server/blob/AMIfv95vrIq0ANE8TIU0Cjx9pnXUJvxbrP-RnSlNuh1vrIyhvgBYwRRLNjft28PsnPSo_X2Sae__IVcV63MfMHS9S9s9MFIE9o98-gCoXfSmsRQZ92RXMe1LOzldiCuDAQduNONHjAdcy_j3cH7c2gmL6ZJiW29qxQ,570,TRUE,9.5,-122.414377,37.788779,America/Los_Angeles,TRUE,1.00004E+14,0.6,NA,0,0,0,0.06,0,0,0,0
609,RedPersister,ford,focus,2010,2.259728607,0.06,0.024,781,75,https://www.getaround.com/images_server/blob/AMIfv95-FMLxdwWmIAi8CuMmNdpdh2vj0dHYcEgerXVDqmJriWN7ze6IgijiLyAjc26bmjeVdxpWh3_Rsj6QeuetF9adD6DImQ8U1Vku57_qJ_gMSnLc0PNxhHQiUDZ6OG64tQ2j2MoRkpFYdr3Gr0pb6vD6p-3Ckw,0,TRUE,7.5,-122.4052064,37.7832966,America/Los_Angeles,TRUE,1.00006E+14,0.4,NA,0,0,0,0.06,0,0,0,0
610,Townsend,honda,civic,2006,2.270643501,0.06,0.024,799,65,https://www.getaround.com/images_server/blob/AMIfv94r2PsPFrjHZMmUrRrVjzQQ3y_EnaHU58Avp53ydvQtW_ykg-GqQ9F_n59W4V_lmzSCrg4DeVNRnD3jx7VRkMa_F7IgwdHXI9I-Hbl2JSH0uPXOZgr8ztguICWQO2BZuFwmuqvPD8ZMDa_UxSIM-_KDk_s0lA,390,FALSE,6.5,-122.4207174,37.7989935,America/Los_Angeles,TRUE,1.00006E+14,0.4,NA,0,0,0,0.06,0,0,0,0
611,SFHondacivic,honda,civic,2008,2.368090867,0.06,0.024,859,70,https://www.getaround.com/images_server/blob/AMIfv97yvC_-ovxJifArQhSwsgI1xwdkORTk77XmtgDOVUr7C2XgHCCxbOS-oFRAsZMUBeTf1xRi8DwXHvWciPhWrJv4iwNNfEoma1UVV5G5VW4Sut5Ot3fvCl4V4PDmextaSpS-VN8HJ6Ynd056AkoO52__9RwoIg,420,FALSE,7,-122.413323,37.74743,America/Los_Angeles,TRUE,1.00005E+14,0.4,NA,0,0,0,0.06,0,0,0,0
612,hybrid,honda,civic,2008,2.409990882,0.06,0.024,896,75,https://www.getaround.com/images_server/blob/AMIfv95wLzJPBOM3Jh5gEVlIfxwXu651Aax-t-9ZFJGmsnSK81hvwxSWhfvUVcj-EFb8Qg7zqQv_LzWDsjrmVOdI6aSPVPk1zES29sdCXgqBmMUvu1lO-9poUAuhOxeiXU2KZqqvdfVpO_sWwStypQ6KxgjXpu4GYg,450,TRUE,7.5,-122.4064945,37.7902188,America/Los_Angeles,TRUE,3920,0.4,NA,0,0,0,0.06,0,0,0,0
613,somaxcivic,honda,civic,2006,2.520176335,0.06,0.024,940,77.5,https://www.getaround.com/images_server/blob/AMIfv953m0CBcSJStjTlATMx-7Fgk7wQdHwKGyrlAhdyyvE43fZ9JLyu0HR37VnYngYDJoviILRMEt0JSgUB_bQmrJgLPTaMsPuh1NcpDd5z7sH-RW0nbwC6GdMd9Upjw6PhBaO0UfR3TOC92724dNfNbSP-hYxIjA,465,TRUE,7.75,-122.3982879,37.7772188,America/Los_Angeles,TRUE,1.00005E+14,0.4,NA,0,0,0,0.06,0,0,0,0
614,2010HondaCivicHybrid,honda,civic,2010,2.5217772,0.06,0.024,941,70,https://www.getaround.com/images_server/blob/AMIfv97hS2V3IfD0VuY9K8UDJWjL9Cgrcx6RoZWIdN7aGu5wEzudEFy5qjy0E2pwKoKiDDoIDpEsqdGeNWJOyDsS21He97qF40SxGq9K6RpJ8AFJL2zXczj4lR8A6lBEZAuu23bjy70V4finGzRwuOyA3uCJKDzXig,420,FALSE,7,-122.415268,37.800347,America/Los_Angeles,TRUE,1.00004E+14,0.4,NA,0,0,0,0.06,0,0,0,0
615,08White_Focus,ford,focus,2008,2.667642235,0.06,0.024,1027,60,https://www.getaround.com/images_server/blob/AMIfv96J7nBsPItE4noJvWZVMKLmDaca80Smhgn-w55aYXERHWNHXtxJqQUnw_qnpXwquFJWTe87Wo-6vEKoLqISnPdYIhFWrbo89VDozQ8SsT9CMAOa0KlzlG04ERaE9L_Q1Kc7P6rNjBFVojwwmwvuPjErhqPUZw,360,FALSE,6,-122.406443,37.746955,America/Los_Angeles,TRUE,1.00006E+14,0.4,NA,0,0,0,0.06,0,0,0,0
616,WhiteFocuss,ford,focus,2010,2.727004758,0.06,0.024,1047,70,https://www.getaround.com/images_server/blob/AMIfv97s-dkuAqNd08bN-sI1QVGtlqnQ0wQbndufoR2EKgvhbPuWkcsblVq_OPgzjdSMzocHBuVwhXQdWyyK5wmr1OCEvOthP1hRXnYBicrdEF_xMFnvb7GJ9jZETHCO_WEWmQHxrxaoEHd_UiYI-9v2m-Qx0yTTYQ,420,FALSE,7,-122.4067067,37.745402,America/Los_Angeles,TRUE,1.00005E+14,0.4,NA,0,0,0,0.06,0,0,0,0
617,TheTrustyGreyCivic,honda,civic,2009,2.755136753,0.06,0.024,1057,75,https://www.getaround.com/images_server/blob/AMIfv96TMZBTM4ow447_Ztf20BjFgf-Y9rc-eHmV3e_WgDG-Nr-oK8M4sNl-JywJ4O6B0yjzXFf-lEHd3B3oNNGidGqqzJGwcOk1Y7BlDpayRCS0V0k75F6mOcIt4r-pSWFd5QELOgYk-tdzf9n9z4JheiqhWLhYKQ,450,TRUE,7.5,-122.4061373,37.7981535,America/Los_Angeles,TRUE,1.00005E+14,0.4,NA,0,0,0,0.06,0,0,0,0
618,Izzu,honda,civic,2011,2.783504447,0.06,0.024,1069,60,https://www.getaround.com/images_server/blob/AMIfv97CgBAto7xRkOOJmohv11PtQddb2GcFm8cY0veM87jhRqT3WP76-OvGxUa0SpgZJnYH863iNM1XJGNJHPQ75gf3qgAFy87G5ajQCCQ05PZkAwNtsgcZoLsuYvJR1qZuqMwjfofHgBZCqtyrBzipTvXbSlbSWQ,0,FALSE,6,-122.3929439,37.7713493,America/Los_Angeles,TRUE,1.00006E+14,0.4,NA,0,0,0,0.06,0,0,0,0
619,potato,honda,civic,2010,2.882335594,0.06,0.024,1096,77.5,https://www.getaround.com/images_server/blob/AMIfv94VxT0PQWpSEYBW-6zukZwiktyb7DltheK6gOtzZmw8yeqZwQDFKKoSDSCQO5DqfsIRzHL-rAdIGWqEzlMSP3M5GUu3iIDXEU8NzmT2eOqj7hlCvMmY522oasuq6fG1nSgQApw1LzySbfL-B3Nduuv8Ey6Xfw,465,FALSE,7.75,-122.425786,37.732548,America/Los_Angeles,TRUE,1.00005E+14,0.4,NA,0,0,0,0.06,0,0,0,0
620,CaddieXTS4,cadillac,xts,2014,3.421720952,0.06,0.024,1186,250,https://www.getaround.com/images_server/blob/AMIfv95ni__ec8BCOKhklPWwD1sHXvSj0vs-vVZAfx0fjeaLvVOgsmjHz6n0vzK-1g5VTRjZU-Ocgz1zG1Ge2jD4tMe6aaYGK7sZuPfgnNolAVW9TM8UQmytpmSc2pGu7o8RwqFEw46h4cshEKHdNwqOJT7-VeoyzA,1500,TRUE,25,-122.4044745,37.7332503,America/Los_Angeles,TRUE,1.00005E+14,0.4,NA,0.04,0,0,0,0,0,0.02,0
621,SuperCivic06,honda,civic,2006,3.712080625,0.06,0.024,1218,65,https://www.getaround.com/images_server/blob/AMIfv94TrfXxvQXIcL4mgt648sDydoIjlR9zXztxccF6s3702CK5TCsx_tGD9BWW7kTWhyo5vRrLm-yOkM6MI1f9J890BqX6nij-MzhCUgG2TmaOi5VZpwfqriDTVp04PIpxjinb_eHQJ5QwPDUV7yEkcx13ZJgJbg,390,FALSE,6.5,-122.46771,37.721418,America/Los_Angeles,TRUE,1.00006E+14,0.4,NA,0,0,0,0.06,0,0,0,0
622,wnaltima,nissan,altima,2009,8.820333588,0.06,0.012,1261,75,https://www.getaround.com/images_server/blob/AMIfv947NxHLQJXKO0qhm1SknrpYeBnQeTvkLSs6GtGeHcuJJv-MmuCue1Iv1NtSJ5hYa9lO9kQvsQRAcIFbPVo6RmE4BBBGRu4KSu2072ZUOfKfcM9ZHnwWPfyoJVSQD1PAPrxXteHlcR_EQQuxYZPnnH_z06qzjA,450,FALSE,7.5,-122.3052568,37.8372091,America/Los_Angeles,TRUE,1.00006E+14,0.2,NA,0,0,0,0.06,0,0,0,0
623,Sterling2005,honda,civic,2005,9.913980457,0.06,0.012,1290,65,https://www.getaround.com/images_server/blob/AMIfv95HCjUUAYYX5mYY8ilHNxc-S_5mIBi4cQdUzpH_A5kv_yCA0Y23X7BkhpWm2PdIO6ccydo3LYEzKDOCum-PYu0uN928L_HjYi1SdzWViAeiDQLjWWQxNvohTTrIq1sCh9C8MsL6RL6AqYYTWkWur6ucN3dm5g,390,TRUE,6.5,-122.2666289,37.8025657,America/Los_Angeles,TRUE,1.00005E+14,0.2,NA,0,0,0,0.06,0,0,0,0
624,5KTE689,honda,civic,2005,10.52378108,0.06,0.012,1318,75,https://www.getaround.com/images_server/blob/AMIfv97TkjLsEw4pGswF5PN4rjb7PQUOLhywdzgaYI5LjoJurBSysWAtFz5k7uCkuQp7MIxaSDLegbuy597GLvfz4-xFHwOWWcCiZDnrAZ4QBMXVof7TLB55NzSd8JPBRMpR7mcZDM_3_rpWxEaqdceKhh30sWQ9tw,450,FALSE,7.5,-122.2902363,37.8636539,America/Los_Angeles,TRUE,1.00005E+14,0.2,NA,0,0,0,0.06,0,0,0,0
625,IttyBitty,honda,civic,2009,11.13886539,0.06,0.012,1369,75,https://www.getaround.com/images_server/blob/AMIfv97AIjB7maCVUpne6eGZB7DbK6BDr16RdgTyitwkdT2wDMRlqEgJvDA85Jf0cflH3a1mnYyN9lgjif4cI2niX567tpCN2Sq8p9I-dTBRF-xd4kcbtUxntWLVaKhXSZeqgjtVkjrDY6E4_u9Avv4dHYyUlRCW9Q,450,FALSE,7.5,-122.250101,37.821979,America/Los_Angeles,TRUE,1.00005E+14,0.2,NA,0,0,0,0.06,0,0,0,0
626,2007hybridcivic,honda,civic,2007,11.8869037,0.06,0.012,1401,70,https://www.getaround.com/images_server/blob/AMIfv94EQE3PUSLwBNWFiFIQPEPVZMDeUV0WedtSo-NUUpGTNG1y5TWfye--j2rHbRwKaySXkrSQzAiQ6im1qIZpbba_lONXqqEp1ckq2RpGCRHuCPHFXwKPo901hA3nB3yeflK0Sdg1HfhEAIgaN2LIJq5D_Slwlg,420,FALSE,7,-122.2726824,37.8779843,America/Los_Angeles,TRUE,1.00005E+14,0.2,NA,0,0,0,0.06,0,0,0,0
627,sfgetaround,toyota,prius-c,2012,0.157013168,0.056521739,0.056521739,14,80,https://www.getaround.com/images_server/blob/AMIfv95qUe-WfOSZunVR9GyZuOxhAW4eifnHUs9s19T4__SX856Zd7f7oqsaCwP5fJ4Qgu3aVl6tp_cr1ao3Ay8DbW8ivYCbrd7eut_3_r1arN0wc2k3RSOeMLZZ9YbKBkJxRcmPp_ut8vBCeDVSLI8vogNm_ovzrg,480,FALSE,8,-122.444838,37.773864,America/Los_Angeles,TRUE,1.00005E+14,1,0.056521739,0,0,0,0,0,0,0,0
